day_of_week,max,visib,crime_count
5,66.96666666666667,6.966666666666666,0.46
6,78.93333333333334,8.466666666666667,0.7914285714285715
7,80.89999999999999,9.8,0.88
1,79.73333333333333,9.133333333333333,0.8342857142857143
2,83.60000000000001,9.866666666666667,0.6657142857142857
3,80.06666666666666,9.366666666666667,0.76
4,87.16666666666667,8.633333333333333,0.7428571428571429
5,94.16666666666669,10.0,0.6228571428571429
6,94.46666666666664,10.0,0.8714285714285714
7,72.23333333333333,9.666666666666666,0.5634218289085545
1,68.73333333333333,10.0,0.4778761061946903
2,82.0,9.666666666666666,0.672566371681416
3,83.89999999999999,9.633333333333333,0.7286135693215339
4,78.60000000000001,7.233333333333333,0.5811209439528023
5,77.5,8.4,0.8230088495575221
7,75.13333333333334,8.966666666666667,0.7699115044247787
1,74.33333333333333,7.866666666666667,0.7522123893805309
2,81.46666666666667,9.933333333333334,0.6902654867256637
3,78.43333333333334,9.833333333333334,0.504424778761062
4,68.2,9.733333333333333,0.4631268436578171
5,79.96666666666665,10.0,0.7728613569321534
6,76.53333333333333,9.466666666666669,0.8495575221238938
7,69.03333333333333,4.433333333333334,0.5221238938053098
1,66.96666666666667,8.200000000000001,0.6135693215339233
2,77.5,6.5,0.5073746312684366
3,75.93333333333334,8.566666666666666,0.7787610619469026
4,68.3,6.966666666666666,0.5575221238938053
5,71.56666666666666,9.8,0.6932153392330384
6,80.06666666666666,10.0,0.8289085545722714
7,81.63333333333334,9.733333333333333,0.7846607669616519
1,79.0,9.566666666666668,0.7846607669616519
2,85.7,10.0,0.7079646017699115
3,88.96666666666665,10.0,0.7492625368731564
4,88.66666666666667,9.766666666666667,0.6076696165191741
5,89.83333333333333,9.9,0.8938053097345132
6,88.06666666666666,10.0,0.943952802359882
7,89.60000000000001,9.9,0.7699115044247787
