day_of_week,temp,rain_drizzle,crime_count
3,69.89999999999999,0.0,0.8257142857142857
4,68.93333333333334,0.0,0.4742857142857143
5,67.26666666666667,1.0,0.6514285714285715
6,71.23333333333333,1.0,0.7857142857142857
7,81.26666666666667,0.0,0.6571428571428571
1,84.63333333333334,0.0,0.7514285714285714
2,82.03333333333333,1.0,0.6857142857142857
3,71.8,1.0,0.54
4,67.43333333333334,0.0,0.74
5,70.10000000000001,0.0,0.7742857142857142
7,80.60000000000001,1.0,0.7714285714285715
1,77.46666666666665,1.0,0.6142857142857143
2,78.89999999999999,0.0,0.7371428571428571
3,81.89999999999999,0.0,0.44285714285714284
4,69.83333333333333,1.0,0.5114285714285715
5,67.8,1.0,0.48
6,65.8,0.0,0.6514285714285715
7,63.73333333333333,0.0,0.29428571428571426
1,64.86666666666666,0.0,0.44
2,65.83333333333333,0.0,0.37142857142857144
3,68.89999999999999,0.0,0.4342857142857143
4,67.53333333333335,0.0,0.35714285714285715
5,70.96666666666665,0.0,0.8771428571428571
6,71.36666666666666,0.0,0.7057142857142857
7,74.96666666666667,0.0,0.7342857142857143
1,78.5,0.0,0.64
2,73.26666666666667,0.0,0.5
3,70.06666666666666,1.0,0.5714285714285714
4,76.33333333333333,0.0,0.7628571428571429
5,78.2,0.0,0.7514285714285714
6,59.76666666666667,0.0,0.6771428571428572
7,59.3,0.0,0.4942857142857143
1,63.96666666666666,1.0,0.6685714285714286
2,72.7,1.0,0.54
3,61.333333333333336,1.0,0.5457142857142857
4,57.6,0.0,0.41714285714285715
5,57.63333333333333,1.0,0.66
6,50.333333333333336,0.0,0.4857142857142857
7,58.46666666666667,1.0,0.5114285714285715
2,64.33333333333333,1.0,0.44285714285714284
3,69.93333333333334,0.0,0.32571428571428573
4,66.5,1.0,0.38857142857142857
5,57.29999999999999,1.0,0.26571428571428574
6,64.76666666666667,1.0,0.4685714285714286
7,58.5,1.0,0.44571428571428573
1,70.26666666666667,1.0,0.5171428571428571
2,76.03333333333333,0.0,0.5257142857142857
3,72.26666666666667,1.0,0.46285714285714286
4,51.0,0.0,0.3342857142857143
5,39.96666666666667,1.0,0.4142857142857143
6,41.0,0.0,0.52
7,46.56666666666666,0.0,0.4
1,44.56666666666666,1.0,0.4085714285714286
2,42.833333333333336,0.0,0.3
3,47.06666666666666,0.0,0.3657142857142857
4,43.833333333333336,0.0,0.4657142857142857
5,47.96666666666667,1.0,0.5828571428571429
6,47.16666666666666,1.0,0.6971428571428572
7,37.63333333333333,0.0,0.2342857142857143
1,46.6,0.0,0.44
2,48.13333333333333,0.0,0.49714285714285716
3,42.63333333333333,0.0,0.6942857142857143
4,43.03333333333333,0.0,0.4542857142857143
5,47.66666666666666,0.0,0.7628571428571429
6,48.63333333333333,1.0,0.6457142857142857
7,46.866666666666674,1.0,0.44285714285714284
1,46.4,1.0,0.46
2,52.13333333333333,0.0,0.5857142857142857
3,54.36666666666667,1.0,0.9228571428571428
3,52.16666666666666,1.0,0.8082595870206489
4,45.6,1.0,0.45722713864306785
5,47.333333333333336,0.0,0.7286135693215339
6,49.4,1.0,0.45722713864306785
7,57.1,0.0,0.6932153392330384
1,59.4,1.0,0.7315634218289085
2,46.63333333333333,1.0,0.46017699115044247
3,52.333333333333336,1.0,0.6342182890855457
4,62.8,1.0,0.5693215339233039
5,49.76666666666667,0.0,0.7492625368731564
6,47.5,1.0,0.44837758112094395
7,46.46666666666667,1.0,0.25663716814159293
1,49.4,1.0,0.7256637168141593
2,53.7,0.0,0.5191740412979351
3,62.0,0.0,0.6519174041297935
4,65.39999999999999,1.0,0.5781710914454278
5,57.36666666666667,1.0,0.6814159292035398
6,56.73333333333333,1.0,0.6283185840707964
7,65.8,1.0,0.6814159292035398
1,54.06666666666666,0.0,0.7817109144542773
2,48.53333333333333,1.0,0.5427728613569321
3,62.23333333333333,1.0,0.6755162241887905
4,70.93333333333332,1.0,0.672566371681416
5,63.46666666666667,1.0,0.8938053097345132
6,74.96666666666667,1.0,0.976401179941003
7,70.2,1.0,0.8348082595870207
1,61.833333333333336,1.0,0.5958702064896755
2,65.16666666666667,1.0,0.5988200589970502
3,59.26666666666667,1.0,0.5722713864306784
4,66.13333333333334,1.0,0.5958702064896755
5,70.03333333333335,0.0,0.8466076696165191
7,59.833333333333336,1.0,0.5634218289085545
1,58.3,0.0,0.4778761061946903
2,65.13333333333334,1.0,0.672566371681416
3,74.5,1.0,0.7286135693215339
4,65.16666666666667,0.0,0.5811209439528023
5,65.5,0.0,0.8230088495575221
7,69.10000000000001,1.0,0.7699115044247787
1,67.06666666666666,0.0,0.7522123893805309
2,67.93333333333334,0.0,0.6902654867256637
3,68.16666666666667,1.0,0.504424778761062
4,57.93333333333334,1.0,0.4631268436578171
5,63.79999999999999,0.0,0.7728613569321534
6,66.60000000000001,1.0,0.8495575221238938
7,59.26666666666667,1.0,0.5221238938053098
1,58.86666666666667,0.0,0.6135693215339233
2,63.6,0.0,0.5073746312684366
3,66.0,1.0,0.7787610619469026
4,59.26666666666667,1.0,0.5575221238938053
5,61.93333333333334,1.0,0.6932153392330384
6,67.5,1.0,0.8289085545722714
7,73.10000000000001,1.0,0.7846607669616519
1,71.89999999999999,1.0,0.7846607669616519
2,72.53333333333333,0.0,0.7079646017699115
3,78.06666666666666,0.0,0.7492625368731564
4,76.73333333333333,1.0,0.6076696165191741
5,77.06666666666666,1.0,0.8938053097345132
6,78.9,0.0,0.943952802359882
7,77.56666666666666,1.0,0.7699115044247787
2,83.73333333333333,0.0,0.6637168141592921
3,77.0,1.0,0.775811209439528
4,78.2,0.0,0.7522123893805309
6,78.43333333333334,0.0,0.8023598820058997
7,70.36666666666667,0.0,0.6814159292035398
1,71.63333333333333,0.0,0.855457227138643
2,74.7,0.0,0.5870206489675516
3,83.43333333333334,1.0,0.8643067846607669
4,77.89999999999999,0.0,0.6519174041297935
5,72.26666666666667,0.0,0.7197640117994101
7,79.13333333333334,1.0,0.7256637168141593
1,80.73333333333333,0.0,0.8200589970501475
2,76.7,1.0,0.6224188790560472
3,80.13333333333333,1.0,0.7640117994100295
4,77.7,1.0,0.6371681415929203
5,85.5,0.0,0.7610619469026548
6,85.39999999999999,1.0,0.8348082595870207
7,74.5,1.0,0.6784660766961652
1,70.60000000000001,0.0,0.7256637168141593
2,69.39999999999999,0.0,0.7197640117994101
3,70.3,0.0,0.5929203539823009
4,72.16666666666667,0.0,0.7551622418879056
5,74.8,0.0,0.8023598820058997
6,78.86666666666667,0.0,0.831858407079646
7,80.26666666666667,0.0,0.8525073746312685
1,76.60000000000001,1.0,0.799410029498525
2,72.26666666666667,0.0,0.6873156342182891
3,68.83333333333333,0.0,0.49852507374631266
5,72.36666666666667,0.0,0.9941002949852508
6,74.63333333333334,0.0,0.9587020648967551
7,77.7,0.0,0.8790560471976401
1,78.3,0.0,0.7817109144542773
2,76.3,1.0,0.7079646017699115
3,76.06666666666666,0.0,0.696165191740413
4,79.03333333333333,1.0,0.8171091445427728
5,72.5,0.0,0.7433628318584071
6,73.3,0.0,0.7551622418879056
7,74.3,1.0,0.7610619469026548
1,76.23333333333333,1.0,0.48672566371681414
2,75.33333333333333,1.0,0.6430678466076696
3,72.86666666666667,1.0,0.7374631268436578
4,70.8,0.0,0.7935103244837758
5,71.5,0.0,0.6784660766961652
6,73.66666666666667,1.0,0.7876106194690266
7,73.66666666666667,1.0,0.6342182890855457
1,76.26666666666667,0.0,0.7168141592920354
2,74.8,1.0,0.5545722713864307
3,72.93333333333334,1.0,0.5250737463126843
4,73.36666666666667,0.0,0.6194690265486725
5,68.93333333333332,0.0,0.6991150442477876
6,66.96666666666667,0.0,0.8082595870206489
7,68.3,0.0,0.6578171091445427
1,70.89999999999999,1.0,0.5486725663716814
2,72.3,1.0,0.5545722713864307
3,68.60000000000001,0.0,0.616519174041298
4,69.96666666666665,0.0,0.6755162241887905
5,70.10000000000001,0.0,0.6578171091445427
6,66.66666666666667,1.0,0.6814159292035398
1,70.33333333333333,0.0,0.6873156342182891
2,71.46666666666665,1.0,0.40117994100294985
3,68.06666666666666,0.0,0.41002949852507375
4,64.06666666666666,0.0,0.31268436578171094
5,67.0,0.0,0.6755162241887905
6,67.16666666666667,0.0,0.5693215339233039
7,65.43333333333332,1.0,0.5191740412979351
1,66.23333333333333,1.0,0.6902654867256637
2,78.0,0.0,0.5191740412979351
3,79.86666666666666,0.0,0.6106194690265486
4,73.46666666666667,1.0,0.7109144542772862
5,74.23333333333333,1.0,0.8053097345132744
6,66.8,0.0,0.6489675516224189
7,70.16666666666667,1.0,0.7109144542772862
1,70.8,0.0,0.7728613569321534
2,69.46666666666665,0.0,0.7020648967551623
3,70.89999999999999,0.0,0.6283185840707964
4,72.60000000000001,0.0,0.7227138643067846
5,74.66666666666667,1.0,0.8023598820058997
6,74.89999999999999,1.0,0.6283185840707964
7,72.43333333333334,1.0,0.3303834808259587
1,67.93333333333334,1.0,0.6548672566371682
2,66.43333333333334,0.0,0.6283185840707964
3,69.56666666666666,1.0,0.49852507374631266
4,66.06666666666666,0.0,0.48672566371681414
5,62.56666666666666,1.0,0.36578171091445427
6,63.03333333333333,1.0,0.46017699115044247
7,63.06666666666666,1.0,0.49852507374631266
1,72.53333333333335,1.0,0.616519174041298
2,78.5,0.0,1.0
3,67.7,1.0,0.5486725663716814
4,62.2,1.0,0.5486725663716814
5,53.13333333333333,0.0,0.5073746312684366
6,54.8,1.0,0.528023598820059
7,59.36666666666667,1.0,0.37168141592920356
1,59.03333333333333,0.0,0.5958702064896755
2,57.46666666666667,0.0,0.49557522123893805
3,59.9,0.0,0.56047197640118
4,61.36666666666667,1.0,0.30678466076696165
5,60.13333333333333,1.0,0.5457227138643068
6,42.9,0.0,0.5545722713864307
7,47.23333333333333,0.0,0.45132743362831856
1,45.833333333333336,0.0,0.41887905604719766
2,50.26666666666667,1.0,0.5899705014749262
3,49.16666666666666,0.0,0.5811209439528023
4,46.03333333333333,0.0,0.3893805309734513
5,46.7,0.0,0.471976401179941
6,53.86666666666667,0.0,0.5132743362831859
7,55.96666666666667,1.0,0.5191740412979351
1,57.2,1.0,0.49557522123893805
2,50.333333333333336,1.0,0.3421828908554572
3,48.0,0.0,0.46017699115044247
4,48.13333333333333,1.0,0.5073746312684366
5,45.333333333333336,0.0,0.6106194690265486
6,42.5,1.0,0.04424778761061947
7,49.5,1.0,0.46607669616519176
1,47.73333333333333,0.0,0.3421828908554572
2,41.66666666666666,1.0,0.26843657817109146
3,37.96666666666667,1.0,0.10029498525073746
4,35.6,1.0,0.13274336283185842
