day_of_week,temp,snow_ice_pellets,crime_count
5,39.63333333333333,0.0,0.66
6,37.53333333333333,0.0,0.52
7,35.833333333333336,0.0,0.54
1,35.43333333333334,0.0,0.42857142857142855
2,31.03333333333333,0.0,0.44285714285714284
3,38.63333333333333,0.0,0.5085714285714286
4,44.16666666666666,0.0,0.6457142857142857
5,36.03333333333333,1.0,0.6857142857142857
6,30.766666666666666,0.0,0.5657142857142857
7,33.6,0.0,0.21428571428571427
1,29.8,0.0,0.13714285714285715
3,34.46666666666667,0.0,0.19428571428571428
4,42.5,0.0,0.18857142857142858
5,42.56666666666667,1.0,0.4657142857142857
6,29.066666666666663,1.0,0.38285714285714284
7,26.366666666666664,1.0,0.31142857142857144
1,35.2,0.0,0.24571428571428572
3,28.866666666666664,1.0,0.3274336283185841
4,29.9,0.0,0.6135693215339233
5,36.93333333333333,0.0,0.6666666666666666
6,38.86666666666667,0.0,0.7315634218289085
7,39.5,0.0,0.35398230088495575
1,44.26666666666667,0.0,0.3893805309734513
2,42.36666666666667,0.0,0.4631268436578171
3,24.1,1.0,0.25663716814159293
4,18.866666666666664,0.0,0.41887905604719766
5,25.566666666666663,0.0,0.7079646017699115
6,29.866666666666664,1.0,0.3805309734513274
7,29.566666666666663,1.0,0.0855457227138643
1,24.73333333333333,0.0,0.2713864306784661
2,25.83333333333333,0.0,0.45427728613569324
3,31.73333333333333,0.0,0.46017699115044247
4,30.566666666666663,1.0,0.3215339233038348
5,31.0,1.0,0.36578171091445427
1,10.066666666666668,1.0,0.038348082595870206
2,19.133333333333333,1.0,0.24188790560471976
3,31.33333333333333,1.0,0.3480825958702065
4,18.066666666666663,1.0,0.18584070796460178
5,2.7999999999999994,1.0,0.12389380530973451
5,7.5,1.0,0.6843657817109144
6,25.23333333333333,0.0,0.5250737463126843
7,41.266666666666666,0.0,0.15339233038348082
1,47.2,0.0,0.5663716814159292
2,30.666666666666668,0.0,0.3215339233038348
3,33.9,1.0,0.2713864306784661
4,36.13333333333333,0.0,0.37168141592920356
5,12.066666666666668,1.0,0.2890855457227139
6,12.8,1.0,0.6253687315634219
7,24.0,1.0,0.27728613569321536
1,28.866666666666664,1.0,0.24188790560471976
2,31.83333333333333,1.0,0.35693215339233036
3,19.96666666666667,1.0,0.2920353982300885
4,36.0,0.0,0.584070796460177
5,23.96666666666667,0.0,0.5811209439528023
6,21.066666666666663,0.0,0.39233038348082594
7,26.066666666666663,1.0,0.2182890855457227
1,26.23333333333333,1.0,0.13569321533923304
2,22.96666666666667,0.0,0.20353982300884957
3,31.366666666666664,1.0,0.26843657817109146
4,31.83333333333333,0.0,0.44837758112094395
5,29.8,0.0,0.49557522123893805
6,35.26666666666667,0.0,0.30383480825958703
7,36.86666666666667,0.0,0.008849557522123894
1,14.866666666666667,0.0,0.15634218289085547
2,20.466666666666665,1.0,0.19174041297935104
3,25.8,1.0,0.30973451327433627
4,20.066666666666663,0.0,0.1504424778761062
5,27.766666666666666,0.0,0.6312684365781711
6,30.066666666666663,1.0,0.35693215339233036
7,23.766666666666666,0.0,0.02359882005899705
1,6.633333333333333,0.0,0.0
3,17.3,0.0,0.25073746312684364
4,23.83333333333333,0.0,0.19469026548672566
5,28.53333333333333,1.0,0.5132743362831859
6,33.93333333333333,0.0,0.2182890855457227
7,37.56666666666667,0.0,0.20058997050147492
1,32.766666666666666,0.0,0.46017699115044247
2,34.86666666666667,0.0,0.24778761061946902
3,45.5,0.0,0.4247787610619469
4,55.73333333333333,0.0,0.3893805309734513
5,38.26666666666667,0.0,0.5634218289085545
6,34.86666666666667,0.0,0.6548672566371682
7,34.800000000000004,0.0,0.20058997050147492
1,35.0,0.0,0.31563421828908556
2,38.266666666666666,0.0,0.2949852507374631
3,41.3,0.0,0.43952802359882004
4,39.7,0.0,0.4277286135693215
5,39.5,0.0,0.48672566371681414
6,36.46666666666667,0.0,0.4306784660766962
7,45.0,0.0,0.30678466076696165
1,36.833333333333336,0.0,0.28023598820059
2,35.4,0.0,0.3775811209439528
3,41.13333333333333,0.0,0.45427728613569324
4,52.8,0.0,0.41002949852507375
5,46.56666666666666,0.0,0.3864306784660767
6,39.63333333333333,1.0,0.35103244837758113
7,31.33333333333333,1.0,0.2743362831858407
1,35.06666666666667,0.0,0.7374631268436578
2,44.4,0.0,0.3333333333333333
3,45.9,0.0,0.40117994100294985
4,46.5,0.0,0.35103244837758113
5,44.13333333333333,0.0,0.4749262536873156
6,51.93333333333334,0.0,0.5870206489675516
7,58.26666666666667,0.0,0.4690265486725664
1,61.76666666666667,0.0,0.5899705014749262
2,59.8,0.0,0.43952802359882004
3,41.36666666666667,1.0,0.3392330383480826
4,45.13333333333333,0.0,0.5958702064896755
5,50.1,0.0,0.696165191740413
6,43.4,0.0,0.6194690265486725
1,38.73333333333333,1.0,0.5309734513274337
2,56.7,0.0,0.4837758112094395
3,56.06666666666666,0.0,0.4365781710914454
4,58.63333333333333,0.0,0.24778761061946902
5,43.63333333333333,0.0,0.31268436578171094
6,48.8,0.0,0.5486725663716814
7,57.23333333333333,0.0,0.29793510324483774
1,66.8,0.0,0.5663716814159292
2,58.43333333333334,0.0,0.5870206489675516
3,52.16666666666666,0.0,0.46607669616519176
4,56.8,0.0,0.6578171091445427
5,55.6,0.0,0.6430678466076696
6,43.06666666666666,1.0,0.25073746312684364
7,40.53333333333333,1.0,0.18289085545722714
1,45.66666666666666,0.0,0.5103244837758112
2,45.53333333333333,0.0,0.5457227138643068
5,31.83333333333333,0.0,0.9292035398230089
6,38.93333333333333,0.0,0.35398230088495575
7,38.93333333333333,0.0,0.5221238938053098
1,47.833333333333336,0.0,0.3775811209439528
2,38.36666666666667,0.0,0.2713864306784661
3,39.36666666666667,1.0,0.34513274336283184
4,30.2,1.0,0.35398230088495575
5,24.03333333333333,0.0,0.40117994100294985
6,33.666666666666664,0.0,0.4896755162241888
7,40.66666666666666,0.0,0.3185840707964602
2,14.6,0.0,0.008849557522123894
3,15.9,0.0,0.10029498525073746
4,27.8,1.0,0.10029498525073746
5,27.46666666666667,0.0,0.6312684365781711
6,32.63333333333333,0.0,0.35398230088495575
7,32.800000000000004,0.0,0.46607669616519176
1,37.06666666666667,0.0,0.41002949852507375
2,37.46666666666667,0.0,0.4218289085545723
3,41.333333333333336,0.0,0.5486725663716814
4,46.66666666666666,0.0,0.3480825958702065
5,36.86666666666667,0.0,0.5398230088495575
6,31.33333333333333,0.0,0.46607669616519176
7,38.23333333333333,0.0,0.45722713864306785
1,44.1,0.0,0.4424778761061947
2,41.1,0.0,0.3952802359882006
3,45.53333333333333,0.0,0.2743362831858407
5,36.53333333333334,0.0,0.30973451327433627
6,37.56666666666666,0.0,0.35103244837758113
7,39.66666666666666,0.0,0.5368731563421829
1,32.833333333333336,1.0,0.48672566371681414
2,32.800000000000004,0.0,0.4306784660766962
3,36.833333333333336,0.0,0.5958702064896755
4,35.7,0.0,0.46017699115044247
5,38.333333333333336,0.0,0.5663716814159292
6,30.2,0.0,0.46017699115044247
7,38.5,0.0,0.3746312684365782
1,46.66666666666666,0.0,0.4749262536873156
2,22.933333333333334,1.0,0.3864306784660767
3,18.666666666666668,1.0,0.18289085545722714
4,28.133333333333336,0.0,0.3303834808259587
5,39.13333333333333,0.0,0.5545722713864307
6,32.833333333333336,0.0,0.40412979351032446
7,24.4,0.0,0.3303834808259587
1,27.03333333333333,1.0,0.2359882005899705
2,26.5,0.0,0.37168141592920356
3,21.0,1.0,0.3215339233038348
4,22.7,0.0,0.41002949852507375
5,29.633333333333336,0.0,0.5368731563421829
6,37.53333333333333,0.0,0.5988200589970502
7,38.93333333333334,0.0,0.40412979351032446
1,41.766666666666666,0.0,0.4336283185840708
2,39.0,0.0,0.2359882005899705
4,55.43333333333334,0.0,0.19469026548672566
5,38.23333333333333,0.0,0.4424778761061947
6,34.5,0.0,0.28023598820059
7,53.06666666666666,0.0,0.4277286135693215
1,38.93333333333333,1.0,0.21238938053097345
2,27.4,1.0,0.014749262536873156
